""	"ind.contributions"	"high.median.prof"	"year"	"group.contributions"
"48616"	4491	0	1998	8889
"48617"	200	0	1998	267
"48618"	11150	1	2000	3950
"48619"	0	0	1998	185
"48620"	2300	1	2008	0
"48621"	0	0	1996	1461
"48622"	1240	0	1998	5340
"48623"	1245	1	2000	400
"48624"	2545	0	1998	7769
"48625"	4250	0	1998	7035
"48626"	8341	1	2002	1613
"48627"	2457	0	1998	6542
"48628"	15392	1	2006	7250
"48629"	3460	0	1998	12633
"48630"	3457.78	1	2008	1400
"48631"	12.19	0	1996	3556.71
"48632"	0	0	1998	1000
"48633"	2102	0	1998	7310
"48634"	600	0	1998	1255
"48635"	3388	0	1998	6880
"48636"	5235	0	1998	12923
"48637"	250	0	1998	1801
"48638"	145	0	1998	950
"48639"	3215	0	1998	8978
"48640"	9300	1	2002	1000
"48641"	3540	0	1998	10041
"48642"	0	0	1998	500
"48643"	1105	0	1998	1800
"48644"	1125	0	1998	5397
"48645"	100	0	1998	952
"48646"	833	0	1998	5522
"48647"	0	0	1998	250
"48648"	2210	0	1998	3694
"48649"	2023	0	1998	4257
"48650"	360	0	1998	290
"48651"	305	1	2000	1000
"48652"	9129	0	1998	12462
"48653"	1320	0	1998	6685
"48654"	13966.97	1	2004	5390
"48655"	18366	1	2008	13675
"48656"	4918	1	2004	811
"48657"	216	0	1998	3091
"48658"	0	0	1998	240
"48659"	5790	0	1998	15638
"48660"	1975	0	1998	4175
"48661"	24900.78	1	2008	16450
"48662"	650	0	1998	525
"48663"	5156	0	1998	18158
"48664"	21702.13	1	2004	7638.88
"48665"	3322	0	1998	6840
"48666"	5262	0	1998	17756
"48667"	1270	0	1998	4280
"48668"	2199.73	1	2008	4815
"48669"	6366	0	1998	2575
"48670"	4580	1	2008	400
"48671"	120	0	1998	3304
"48672"	0	0	1998	400
"48673"	2735	1	2002	12950
"48674"	3950.99	1	2004	13675
"48675"	1120	1	2012	0
"48676"	300	0	1998	1025
"48677"	915	0	1998	1836
"48678"	0	0	1998	0
"48679"	950	0	1998	8180
"48680"	0	0	1996	2389.1
"48681"	890	0	1998	1973
"48682"	3680	0	1998	8553
"48683"	39712.7	1	2008	29448.95
"48684"	700	0	1998	4042
"48685"	1131	0	1998	4677
"48686"	605	1	2008	0
"48687"	894	0	1998	3807
"48688"	1527	1	2008	25
"48689"	200	0	1998	626
"48690"	315	1	2008	1050
"48691"	3995	1	2000	15370
"48692"	13194.66	1	2002	7963.14
"48693"	1300	1	2008	200
"48694"	146.5	1	2002	20
"48695"	2105	1	2004	189
"48696"	18038.05	1	2008	13350
"48697"	8374	1	2008	4945
"48698"	4755	1	2004	900
"48699"	28203.46	1	2008	3310
"48700"	26830	1	2008	12950
"48701"	19485	1	2008	1900
"48702"	8346.82	1	2008	0
"48703"	7580.56	1	2010	600
"48704"	6	1	2008	0
"48705"	40564	1	2006	15350
"48706"	7630	1	2008	1000
"48707"	14800	1	2008	0
"48708"	43982.74	1	2008	4975
"48709"	18720.11	1	2008	5900
"48710"	12477.5	1	2004	4250
"48711"	3485	1	2006	350
"48712"	113.27	1	2006	0
"48713"	1839.14	1	2006	0
"48714"	3775.02	1	2002	8846.75
"48715"	4655	1	2000	2000
"48716"	2130	1	2008	1.96
"48717"	3785	1	2006	165
"48718"	2080	1	2006	60
"48719"	7003	1	2006	500
"48720"	11725	1	2004	0
"48721"	10285.95	1	2002	8775
"48722"	250	0	1996	0
"48723"	380	1	2006	0
"48724"	14487	1	2006	6315
"48725"	391.77	1	2008	11.25
"48726"	9468.41	1	2006	738.91
"48727"	1040.99	1	2008	0
"48728"	21086.4	1	2008	6000
"48729"	6030.73	1	2008	400
"48730"	11990.98	1	2008	1800
"48731"	3126.99	1	2004	700
"48732"	10635	1	2008	4590
"48733"	720	1	2010	400
"48734"	1722.53	1	2002	2220
"48735"	8455	1	2008	1229
"48736"	972.95	1	2002	9520
"48737"	200	0	1998	1435
"48738"	2973.57	1	2008	0
"48739"	49152.03	1	2008	16825
"48740"	65861.24	1	2012	43820
"48741"	26339.23	1	2008	0
"48742"	250	0	1998	850
"48743"	30.49	0	1996	0
"48744"	2534.41	1	2002	0
"48745"	150	1	2002	0
"48746"	4390	1	2008	26325
"48747"	2070	1	2012	6750
"48748"	13758	1	2008	500
"48749"	21821.45	1	2008	11574.14
"48750"	567.01	1	2008	0
"48751"	590	1	2008	0
"48752"	2020	1	2008	0
"48753"	1954.15	1	2008	300
"48754"	0	0	1996	640
"48755"	0	0	1998	50
"48756"	7014.26	1	2008	0
"48757"	0	0	1996	250
"48758"	15952.68	1	2004	2025
"48759"	47010.38	1	2004	9742.38
"48760"	89762.02	1	2010	36330
"48761"	0	0	1996	5325
"48762"	7490	1	2000	850
"48763"	18665	1	2004	13250
"48764"	735	1	2004	0
"48765"	248.16	0	1996	13998.8
"48766"	23008.06	1	2008	7700.28
"48767"	36881	1	2002	28595
"48768"	750	1	2004	350
"48769"	3545	1	2002	0
"48770"	8462.37	1	2004	700
"48771"	11265.53	1	2008	5850
"48772"	3134.63	1	2008	0
"48773"	2898.57	1	2004	0
"48774"	970	1	2004	40
"48775"	38444.26	1	2004	2400
"48776"	10504	1	2004	8100
"48777"	24979	1	2004	2150
"48778"	125	0	1996	6625
"48779"	1017	1	2004	250
"48780"	0	0	1998	856
"48781"	14871.61	1	2004	200
"48782"	2090	0	1998	11945
"48783"	7110	1	2004	13135
"48784"	1725	1	2008	200
"48785"	2570	1	2004	100
"48786"	0	0	1996	610
"48787"	19647	1	2004	37712.5
"48788"	4101.91	1	2004	150
"48789"	925	0	1998	5233
"48790"	252.96	0	1996	23971
"48791"	500	1	2004	4200
"48792"	1404	0	1998	5360
"48793"	3900	1	2006	300
"48794"	0	1	2006	0
"48795"	9793	1	2006	3200
"48796"	10309	1	2006	1000
"48797"	3789.43	1	2006	4100
"48798"	3675.75	1	2006	5965.28
"48799"	0	0	1996	2575
"48800"	8236.68	1	2006	325
"48801"	2775	1	2004	50
"48802"	325	1	2006	0
"48803"	29575.65	1	2006	8886
"48804"	35814.78	1	2006	9225
"48805"	1275	0	1998	1905
"48806"	23733.37	1	2006	8250
"48807"	545	1	2000	0
"48808"	6255	1	2002	1845
"48809"	7580	1	2006	18400
"48810"	3665	1	2000	350
"48811"	6591.64	1	2006	0
"48812"	10000	1	2006	1150
"48813"	1600	1	2000	0
"48814"	450	0	1998	2135
"48815"	11425	1	2006	480
"48816"	27670	1	2006	4800
"48817"	6945	1	2006	1100
"48818"	14645	1	2006	6475
"48819"	18699.4	1	2004	3280
"48820"	6670	1	2000	11418
"48821"	21922	1	2012	8265
"48822"	28681.98	1	2006	4395
"48823"	145859	1	2008	2150
"48824"	975	1	2006	45
"48825"	924	0	1998	2174
"48826"	18810.36	1	2006	3975
"48827"	499.17	1	2004	0
"48828"	15310	1	2006	250
"48829"	114421.05	1	2002	47597.08
"48830"	2826	1	2006	0
"48831"	22299.52	1	2006	420
"48832"	4680	1	2008	275
"48833"	15835.38	1	2006	1740.24
"48834"	34820.79	1	2006	9250
"48835"	1815	1	2006	200
"48836"	39369.11	1	2002	13665.16
"48837"	686.74	1	2008	721.93
"48838"	0	0	1996	100
"48839"	19414.52	1	2002	2596.25
"48840"	780	0	1996	5395
"48841"	0	0	1996	1160
"48842"	10759.63	1	2008	836
"48843"	50	1	2002	0
"48844"	11450	1	2008	202
"48845"	0	0	1996	9770
"48846"	29025.91	1	2008	3250
"48847"	11781.81	1	2006	11069.25
"48848"	275	0	1998	525
"48849"	0	0	1996	25
"48850"	1236	1	2008	0
"48851"	22132.01	1	2008	553.37
"48852"	12115.39	1	2010	448.47
"48853"	0	1	2002	1989.5
"48854"	1300	1	2012	400
"48855"	10550	1	2000	4720
"48856"	2385	1	2002	0
"48857"	22047.62	1	2004	700
"48858"	2569	1	2002	0
"48859"	27699.71	1	2002	8102
"48860"	630	0	1996	5470
"48861"	0	0	1996	200
"48862"	2366	1	2000	1350
"48863"	250	0	1996	17012.25
"48864"	0	0	1996	950
"48865"	35130	1	2006	8663
"48866"	3040	0	1998	5245
"48867"	2994.34	1	2002	1150
"48868"	2359.69	1	2002	3550
"48869"	2236	0	1996	40907.36
"48870"	610	0	1998	85
"48871"	3285	1	2002	0
"48872"	4985	1	2002	5585
"48873"	8280	1	2002	2500
"48874"	90	1	2002	0
"48875"	74	0	1998	124
"48876"	9397	1	2002	18795
"48877"	11995	1	2002	1925
"48878"	66.98	0	1996	0
"48879"	0	0	1996	1007.24
"48880"	9310	1	2002	11625
"48881"	1440	0	1996	34628
"48882"	0	0	1998	0
"48883"	1255	1	2002	975
"48884"	7250.6	1	2008	0
"48885"	9310	1	2002	9390
"48886"	0	0	1996	1671.31
"48887"	0	0	1996	925
"48888"	17989.99	1	2004	7525
"48889"	0	0	1996	1520
"48890"	77.5	0	1996	3125
"48891"	0	0	1998	0
"48892"	0	0	1998	275
"48893"	230	0	1996	205.12
"48894"	20302.14	1	2002	30240
"48895"	0	0	1996	400
"48896"	2305	1	2000	225
"48897"	0	0	1996	492.55
"48898"	0	0	1996	15.69
"48899"	36865.25	1	2004	10100
"48900"	1215	0	1996	13651
"48901"	25	0	1996	2690
"48902"	325	0	1998	775
"48903"	9416.18	1	2006	700
"48904"	20	0	1998	85
"48905"	26955	1	2002	36248.51
"48906"	0	0	1996	3095
"48907"	0	0	1996	106.8
"48908"	36221.93	1	2002	1475
"48909"	1995	1	2008	0
"48910"	150	0	1996	375
"48911"	0	0	1996	0
"48912"	0	0	1996	500
"48913"	37.36	0	1996	1510.92
"48914"	250.01	1	2008	400
"48915"	2010.48	1	2002	40
"48916"	2502	1	2004	600
"48917"	50	0	1996	6513.87
"48918"	9350	1	2000	550
"48919"	0	0	1996	76.05
"48920"	10055	1	2000	2850
"48921"	0	0	1996	370
"48922"	580	0	1996	7010
"48923"	1522	1	2008	0
"48924"	399	0	1998	2170
"48925"	2125	0	1998	7425
"48926"	1874.72	1	2002	0
"48927"	40571.64	1	2002	29048.46
"48928"	4595	0	1998	1880
"48929"	7925	0	2006	0
"48930"	150	0	2002	0
"48931"	910	0	2004	0
"48932"	5195	0	2008	0
"48933"	1450	0	1998	100
"48934"	6111.2	0	2008	0
"48935"	255	0	2000	0
"48936"	418.07	0	2000	0
"48937"	1218	0	2002	920
"48938"	6010	0	1998	4000
"48939"	2785	0	2000	925
"48940"	764	0	2000	0
"48941"	500	0	1998	0
"48942"	1077	0	1998	150
"48943"	1080	0	2004	375
"48944"	16030	0	2000	875
"48945"	7616.71	0	2002	0
"48946"	7185	0	1998	100
"48947"	13395.83	0	2004	380.27
"48948"	6985	0	2006	34.94
"48949"	1794.3	0	2004	9099.8
"48950"	11056.48	0	2006	2020
"48951"	3509	0	2008	660.5
"48952"	8155	0	2002	1140
"48953"	11615	0	2004	5645.27
"48954"	439	0	2000	0
"48955"	100	0	2004	475
"48956"	3155	0	2006	0
"48957"	4765	0	2008	0
"48958"	1825	0	2006	0
"48959"	9776	0	2002	250
"48960"	1175	0	2004	0
"48961"	3026.76	0	2006	546.8
"48962"	6602	0	2006	812.04
"48963"	3034.97	0	2008	750
"48964"	5494	0	2008	0
"48965"	5322	0	2008	50
"48966"	6055	0	1998	540
"48967"	2310	0	2000	1450
"48968"	20760	0	2004	5756
"48969"	588.8	0	2006	0
"48970"	2495	0	1998	250
"48971"	14698	0	2004	100
"48972"	4582	0	2008	0.26
"48973"	2786	0	1998	715
"48974"	780	0	2004	1525
"48975"	1690	0	2008	750
"48976"	2773	0	2002	550
"48977"	2295	0	1998	0
"48978"	5343.7	0	2008	0
"48979"	18775	0	1998	10025
"48980"	3545	0	2004	0
"48981"	150	0	2006	500
"48982"	13868	0	1998	3810
"48983"	17340	0	2002	4350
"48984"	6130.14	0	2012	0
"48985"	1636	0	1998	600
"48986"	4610	0	1998	425
"48987"	4855	0	1998	500
"48988"	7432	0	1998	370
"48989"	8761.96	0	2000	2760
"48990"	734.13	0	2002	0
"48991"	5560	0	1998	300
"48992"	23524.9	0	2006	725.89
"48993"	10569	0	2012	0
"48994"	5201	0	2008	0
"48995"	2200	0	1998	0
"48996"	2423	0	2008	500
"48997"	4161	0	2002	250
"48998"	7345	0	2004	6200
"48999"	26020.5	0	2006	2000
"49000"	4888.39	0	2004	0
"49001"	4655	0	2000	930
"49002"	6510.01	0	2008	0
"49003"	11610	0	1998	11797
"49004"	2700	0	2008	5
"49005"	10230	0	1998	1001
"49006"	1656.51	0	2008	550
"49007"	5452	0	2010	0
"49008"	3666	0	2002	2475
"49009"	4294	0	1998	200
"49010"	1100	0	1998	450
"49011"	5134	0	2008	0
"49012"	1590	0	2008	0
"49013"	4830	0	2004	2300
"49014"	2430	0	1998	350
"49015"	2585	0	2004	1575
"49016"	6723.85	0	2002	1000
"49017"	1812	0	2006	0
"49018"	12295	0	2002	2550
"49019"	4755	0	2002	3985
"49020"	6725	0	2002	1150
"49021"	1905	0	1998	1100
"49022"	2045	0	1998	5075
"49023"	5909.45	0	2002	389.37
"49024"	376.83	0	2000	0
"49025"	8590	0	1998	3713
"49026"	5439.02	0	2010	46.25
"49027"	8856.7	0	2002	1010
"49028"	1335	0	1998	0
"49029"	6060	0	2008	0
"49030"	7817	0	2002	1775
"49031"	7682.48	0	2006	621.9
"49032"	5804	0	1998	0
"49033"	8254	0	1998	875
"49034"	700	0	2002	0
"49035"	2169	0	1998	150
"49036"	3260	0	2002	260
"49037"	4725	0	2012	954
"49038"	18449	0	2004	0
"49039"	5145	0	2000	4350
"49040"	2635.28	0	2002	0
"49041"	25049.63	0	2000	3225
"49042"	20200	0	1998	350
"49043"	2200.28	0	2004	1700
"49044"	22190.99	0	2006	1225
"49045"	8315	0	2006	3125
"49046"	3895	0	1998	0
"49047"	836	0	1998	0
"49048"	4128	0	2002	250
"49049"	2577	0	2000	1950
"49050"	3640	0	2002	0
"49051"	5355	0	2008	0
"49052"	7660	0	2004	250
"49053"	4931	0	1998	2945
"49054"	6138	0	2004	2250
"49055"	5176.33	0	2008	0
"49056"	879.57	0	2012	0
"49057"	1250	0	2006	1846
"49058"	50	0	2008	0
"49059"	8375	0	1998	350
"49060"	10348	0	2006	210
"49061"	26420.46	0	2000	1369.72
"49062"	5350	0	2008	0
"49063"	20	0	2008	0
"49064"	5292	0	2008	1200
"49065"	2107.23	0	2000	750
"49066"	715	0	1998	250
"49067"	5672	0	2000	1425
"49068"	3123.02	0	2000	1060
"49069"	5310	0	2008	0
"49070"	2661.55	0	2000	0
"49071"	1350	0	1998	0
"49072"	5870	0	2008	0
"49073"	5485.54	0	2008	0.01
"49074"	7635.75	0	2004	250
"49075"	0	0	2002	0
"49076"	5051	0	2008	365
"49077"	2362.03	0	2006	79
"49078"	29562.07	0	2000	2460
"49079"	3484	0	2004	2360
"49080"	5465.03	0	2008	0
"49081"	5755	0	2008	0
"49082"	5380	0	2008	0
"49083"	10391.43	0	2000	1454.72
"49084"	10135	0	2002	710
"49085"	1980	0	2004	0
"49086"	11573	0	2006	557.7
"49087"	167.5	0	2008	200
"49088"	700	0	2004	0
"49089"	1132	0	1998	0
"49090"	5050	0	2008	0
"49091"	9045	0	2004	7500
"49092"	5075	0	2000	225
"49093"	1066.4	0	2002	0
"49094"	970	0	2004	2650
"49095"	1105.48	0	2006	95
"49096"	28500	0	2002	850
"49097"	21650	0	2006	547.04
"49098"	435	0	1998	0
"49099"	3804	0	1998	2968
"49100"	0	0	2004	0
"49101"	955	0	2002	200
"49102"	7410.44	0	2000	2400
"49103"	450	0	2004	0
"49104"	1509.37	0	2004	150
"49105"	6255.54	0	2002	2245
"49106"	8940	0	1998	1450
"49107"	1000	0	1998	0
"49108"	795	0	2008	0
"49109"	19500	0	2004	581.76
"49110"	1546.13	0	2000	1125
"49111"	6020	0	1998	700
"49112"	0	0	2008	0
"49113"	3757.72	0	2002	0
"49114"	13425	0	1998	1550
"49115"	4170	0	2006	100
"49116"	3054.72	0	2006	4400
"49117"	4820	0	2008	0
"49118"	1905	0	2002	1700
"49119"	7604	0	1998	350
"49120"	10345.67	0	2004	675.07
"49121"	5548	0	2008	0
"49122"	5100	0	2008	0
"49123"	3965	0	2006	0
"49124"	225	0	1998	6960
"49125"	7585	0	2002	420
"49126"	1185	0	2000	0
"49127"	1950	0	2006	100
"49128"	9340	0	2000	4000
"49129"	4405	0	1998	1700
"49130"	0	0	1998	0
"49131"	4752.54	0	2006	1779
"49132"	21604	0	2002	400
"49133"	11532	0	2004	580
"49134"	5736	0	2012	0
"49135"	4901	0	2008	-25
"49136"	1745	0	2012	200
"49137"	1003.5	0	2006	665
"49138"	13648	0	1998	2725
"49139"	925	0	1998	50
"49140"	31990	0	2004	1600
"49141"	15403.16	0	2004	1411.27
"49142"	12716.73	0	2004	200
"49143"	5239	0	2008	0
"49144"	850	0	2004	0
"49145"	5330.72	0	2008	0
"49146"	15650	0	2004	2850
"49147"	5605	0	2004	1700
"49148"	13719.39	0	2000	1070
"49149"	9368	0	1998	0
"49150"	2675	0	2002	0
"49151"	11735	0	1998	1848
"49152"	535	0	1998	100
"49153"	2060	0	2002	860
"49154"	480	0	2000	0
"49155"	750	0	1998	0
"49156"	235	0	1998	0
"49157"	572	0	1998	6620
"49158"	650	0	2002	250
"49159"	5666.17	0	2006	624.54
"49160"	6115	0	2008	-200
"49161"	7245	0	2004	550
"49162"	5634	0	2012	0
"49163"	33340	0	2000	0
"49164"	8015.58	0	2004	1765.2
"49165"	5000	0	2008	1217.5
"49166"	13750	0	2002	11616.65
"49167"	2438.31	0	2000	600
"49168"	1045	0	2006	0
"49169"	2905.41	0	2004	1266
"49170"	3570	0	2008	1552.02
"49171"	6657	0	1998	740
"49172"	350	0	2000	0
"49173"	5103	0	2008	0
"49174"	7310	0	2010	0
"49175"	275	0	2002	1
"49176"	28748.41	0	2004	16.05
"49177"	6719.75	0	2010	0
"49178"	5670	0	2012	0
"49179"	4080	0	1998	1200
"49180"	5766	0	2008	0
"49181"	5071	0	2008	0.02
"49182"	7640	0	1998	2520
"49183"	2860	0	1998	250
"49184"	1335	0	2000	750
"49185"	2470	0	2004	400
"49186"	5342.09	0	2008	4.57
"49187"	41990.5	0	2006	1688.5
"49188"	450.63	0	2002	683.74
"49189"	1250	0	1998	0
"49190"	7486.9	0	2012	850
"49191"	6010.46	0	2002	950
"49192"	5396	0	2008	139.7
"49193"	20319	0	2004	7094.4
"49194"	5175	0	2008	0
"49195"	5443.85	0	2010	0
"49196"	2532.65	0	2006	0
"49197"	890	0	2008	0
"49198"	11870	0	2002	1450
"49199"	5835	0	2006	75
"49200"	5426	0	1998	650
"49201"	3110	0	2008	0
"49202"	5255	0	2008	0
"49203"	26972	0	2000	6375
"49204"	17676	0	1998	0
"49205"	7620	0	1998	2735
"49206"	1325	0	2004	3400.77
"49207"	4810	0	1998	4950
"49208"	750	0	2006	0
"49209"	5545.24	0	2002	1150
"49210"	3376.31	0	2002	0
"49211"	5988.04	0	2010	0
"49212"	5030	0	2002	200
"49213"	200	0	1998	0
"49214"	3470	0	1998	2510
"49215"	1270	0	2000	720.05
"49216"	5210	0	2008	150
"49217"	300	0	2002	0
"49218"	1390	0	2006	0
"49219"	20482	0	2006	4220
"49220"	2935.02	0	2000	3600
"49221"	5070	0	2008	0
"49222"	5030	0	2010	0
"49223"	6055	0	2012	0
"49224"	210	0	2002	29
"49225"	6191	0	1998	250
"49226"	2703.5	0	2004	100
"49227"	5373	0	1998	2710
"49228"	4705	0	2008	0
"49229"	5300.05	0	2010	0
"49230"	650	0	2006	500
"49231"	1426.09	0	2006	250
"49232"	3570	0	2002	0
"49233"	23694.85	0	2006	350
"49234"	1300	0	2002	0
"49235"	6445	0	2008	0
"49236"	16010	0	2004	6501.58
"49237"	825	0	2006	0
"49238"	1130	0	2002	0
"49239"	1755	0	2008	0
"49240"	240	0	2010	0
"49241"	1640	0	1998	1625
"49242"	1915	0	1998	0
"49243"	8500	0	2004	600
"49244"	13996.5	0	2002	4450
"49245"	330	0	2006	0
"49246"	60	0	2006	0
"49247"	4540.87	0	2000	625
"49248"	8530	0	1998	728
"49249"	3013.1	0	2004	1075
"49250"	8691.7	0	2006	20
"49251"	21459.52	0	2004	155.27
"49252"	4115	0	2002	1855
"49253"	500	0	2004	250
"49254"	5070	0	2008	0
"49255"	5545.08	0	2010	290.17
"49256"	4680.1	0	2002	395
"49257"	21982.57	0	2006	14637.23
"49258"	8765.86	0	2004	1125
"49259"	5367	0	2012	0
"49260"	667	0	1998	290
"49261"	0	0	2000	300
"49262"	2525	0	2002	1000
"49263"	450	0	1998	500
"49264"	2535	0	2002	0
"49265"	5968.67	0	2004	3
"49266"	7692.09	0	2006	258
"49267"	500	0	2006	0
"49268"	21675	0	2004	5177.25
"49269"	2700	0	1998	150
"49270"	118	0	2004	0
"49271"	2892	0	2008	0
"49272"	5855	0	2010	0
"49273"	19628	0	2004	1150
"49274"	21819	0	2006	4971
"49275"	6058	0	1998	5075
"49276"	7410	0	2008	269.67
"49277"	261.09	0	2000	0
"49278"	2245	0	1998	100
"49279"	50	0	2002	0
"49280"	5733	0	1998	0
"49281"	18600	0	2002	6625
"49282"	7195	0	1998	50
"49283"	4155.02	0	2012	0
"49284"	15945	0	2006	6902
"49285"	240	0	2002	0
"49286"	20298	0	2006	3950
"49287"	13592	0	2002	2025
"49288"	12285	0	2006	3800
"49289"	12360	0	1998	1705
"49290"	5190	0	1998	2350
"49291"	1662.5	0	2002	0
"49292"	8085	0	2002	2225
"49293"	5420	0	2008	139.7
"49294"	5681.11	0	2010	134.3
"49295"	6779	0	2002	3300
"49296"	11875	0	2004	1750
"49297"	6966.22	0	2002	775
"49298"	21595	0	2006	8787.43
"49299"	9751.23	0	2000	2028.42
"49300"	6033	0	2008	0
"49301"	2394	0	1998	0
"49302"	13463.99	0	2006	10130
"49303"	7025	0	2000	1250
"49304"	3483	0	1998	5175
"49305"	10365	0	2002	1300
"49306"	625	0	2004	0
"49307"	25312.56	0	2006	1150
"49308"	5270	0	2012	0
"49309"	0	0	2006	50
"49310"	1068	0	2010	0
"49311"	11725	0	2002	1250
"49312"	2775	0	2008	0
"49313"	567.38	0	2002	0
"49314"	8493	0	1998	250
"49315"	896	0	1998	0
"49316"	8270	0	2002	1970
"49317"	300	0	2000	0
"49318"	6056	0	2008	0
"49319"	3250	0	1998	4775
"49320"	1559	0	1998	400
"49321"	1545	0	2000	0
"49322"	2295	0	2000	1125
"49323"	5265	0	2008	0
"49324"	3135	0	2000	750
"49325"	4210	0	2004	100
"49326"	6505.7	0	2010	264.6
"49327"	4565	0	2004	250
"49328"	250	0	2000	500
"49329"	5155	0	2008	0
"49330"	5080.88	0	2004	675
"49331"	13172	0	2000	3350
"49332"	9996.97	0	2006	650
"49333"	200	0	2004	1175
"49334"	14790	0	2004	1136.97
"49335"	200	0	2002	0
"49336"	3190	0	2000	0
"49337"	900	0	2000	400
"49338"	5120	0	2008	-100
"49339"	5228.81	0	2010	1500
"49340"	4305	0	1998	0
"49341"	5205.21	0	2008	0
"49342"	5320	0	2010	0
"49343"	5187	0	2012	0
"49344"	1022	0	1998	350
"49345"	3335	0	2004	45.38
"49346"	5870	0	1998	7350
"49347"	2127.46	0	2000	625.5
"49348"	8196.29	0	2004	2122.41
"49349"	6487.07	0	2008	-100
"49350"	4565.09	0	2000	2054.7
"49351"	1520	0	1998	1425
"49352"	460	0	1998	0
"49353"	1450	0	2000	0
"49354"	3500	0	1998	3091
"49355"	5501.77	0	2008	0
"49356"	5642	0	2008	0
"49357"	9860	0	2002	1075
"49358"	5361	0	1998	4414
"49359"	0	0	1998	0
"49360"	1847	0	2008	0
"49361"	4515.02	0	2008	0
"49362"	11965	0	2006	0
"49363"	2445	0	1998	2384
"49364"	7925.77	0	2006	2441.55
"49365"	1075	0	2010	0
"49366"	4604	0	1998	1525
"49367"	2676	0	1998	100
"49368"	4175	0	2006	0
"49369"	1031.03	0	2002	250
"49370"	6081	0	2004	6275
"49371"	1210	0	2002	315
"49372"	4345	0	2006	1090
"49373"	8000	0	2002	0
"49374"	5098.42	0	2002	3550
"49375"	4680	0	2004	0
"49376"	1300	0	2006	962.04
"49377"	1135	0	1998	1000
"49378"	4356	0	2004	1005
"49379"	10245	0	2004	4385.27
"49380"	1426	0	1998	0
"49381"	11994	0	1998	2375
"49382"	13084.9	0	2002	0
"49383"	400	0	1998	550
"49384"	3830.02	0	2006	500
"49385"	22960	0	2002	4825
"49386"	1545	0	2000	100
"49387"	600	0	1998	750
"49388"	1900	0	1998	500
"49389"	5962	0	2008	0.01
"49390"	2822.69	0	2002	1050
"49391"	3879	0	2004	0
"49392"	4031.14	0	2000	830
"49393"	300	0	2010	0
"49394"	1280	0	2004	250
"49395"	5095	0	2008	0
"49396"	9215	0	2004	0
"49397"	11350	0	2000	100
"49398"	3785	0	1998	1000
"49399"	2435	0	1998	300
"49400"	1030	0	2002	0
"49401"	934	0	1998	0
"49402"	3947.5	0	2006	200
"49403"	5291.72	0	2008	0
"49404"	3576.2	0	2000	1100
"49405"	800	0	2000	500
"49406"	1515	0	1998	300
"49407"	17335	0	2006	6175
"49408"	9328.22	0	2004	735
"49409"	4421	0	2000	550
"49410"	368.66	0	2000	0
"49411"	305	0	2004	300
"49412"	3325	0	2002	50
"49413"	12715	0	2006	5000
"49414"	469	0	2008	0
"49415"	5407	0	2008	0
"49416"	5293.34	0	2010	0
"49417"	150	0	2004	0
"49418"	300	0	2000	14600
"49419"	6725.37	0	2002	26090
"49420"	11556	0	2010	31100
"49421"	1050	0	2012	5900
"49422"	600	0	2008	0
"49423"	3184	0	2000	12000
"49424"	200	0	2006	0
"49425"	6125	0	2000	1200
"49426"	1925	0	2004	2600
"49427"	100	0	2002	0
"49428"	3585	0	2008	0
"49429"	0	0	2000	425
"49430"	6650	0	2006	3450
"49431"	4471.12	0	2006	900
"49432"	0	0	2008	120
"49433"	4703.41	0	2002	7420
"49434"	600	0	2006	0
"49435"	750	0	2000	950
"49436"	4140	0	2006	8350
"49437"	-475	0	2000	0
"49438"	9536	0	2006	4780
"49439"	13500	0	2006	13610
"49440"	9650	0	2000	9420
"49441"	0	0	2006	0
"49442"	8018	0	2004	5500
"49443"	24875	0	2002	13775
"49444"	475	0	2004	2500
"49445"	5840	0	2000	400
"49446"	10752.35	0	2010	300
"49447"	4085	0	2008	300
"49448"	0	0	2008	50
"49449"	1150	0	2008	300
"49450"	7000.12	0	2008	6150
"49451"	0	0	2000	0
"49452"	3500	0	2006	6438.22
"49453"	1800	0	2006	11400
"49454"	16100.8	0	2004	10800
"49455"	1721	0	2000	9200
"49456"	4675	0	2004	3350
"49457"	5900	0	2002	3050
"49458"	14050	0	2006	16100
"49459"	7795	0	2006	5450
"49460"	900	0	2008	600
"49461"	24815	0	2004	14075
"49462"	0	0	2000	100
"49463"	0	0	2004	0
"49464"	1300	0	2008	3400
"49465"	350	0	2006	950
"49466"	7202.07	0	2006	4050
"49467"	5700	0	2006	600
"49468"	7150	0	2000	1450
"49469"	200	0	2002	300
"49470"	0	0	2008	0
"49471"	0	0	2002	0
"49472"	8664	0	2000	3102
"49473"	30467	0	2006	7904.2
"49474"	4140	0	2004	830
"49475"	13605	0	2008	5750
"49476"	0	0	2012	0
"49477"	3860	0	2008	325
"49478"	2850	0	2004	6150
"49479"	10204.51	0	2006	5450
"49480"	30250	0	2002	16580.75
"49481"	1835	0	2000	100
"49482"	22870	0	2004	3634
"49483"	0	0	2006	0
"49484"	2800	0	2004	0
"49485"	5985	0	2008	1075
"49486"	4650	0	2004	9587
"49487"	6310	0	2006	7550
"49488"	2600	0	2002	7050
"49489"	8900	0	2000	1800
"49490"	18570	0	2010	8225
"49491"	1421	0	2004	0
"49492"	0	0	2008	0
"49493"	0	0	2000	0
