""	"ind.contributions"	"high.median.prof"	"year"	"group.contributions"
"9844"	6571	0	2008	0
"9845"	5245.04	0	2010	0
"9846"	6045	0	1998	8505
"9847"	5090	0	2000	12500
"9848"	5430	0	2002	14190
"9849"	7060	0	2004	6050
"9850"	17310	0	2006	6950
"9851"	5595.64	0	2008	-30
"9852"	5710.13	0	2010	0
"9853"	5501.82	0	2012	0
"9854"	1750	0	1998	6600
"9855"	2200	0	2000	2450
"9856"	5200	0	2002	4450
"9857"	7300	0	2004	5050
"9858"	7075	0	2006	5000
"9859"	14778	0	1998	8475
"9860"	13500	0	2000	10018.8
"9861"	13155	0	2002	7515
"9862"	17570	0	2004	8300
"9863"	13632.63	0	2006	7700
"9864"	8940	0	2008	0
"9865"	6973.04	0	2010	0
"9866"	1900	0	1998	900
"9867"	2700	0	2000	2150
"9868"	2891	0	2002	2300
"9869"	3980.76	0	2004	3852.7
"9870"	1850	0	2006	4350
"9871"	350	0	2008	250
"9872"	300	0	2010	0
"9873"	750	0	2000	0
"9874"	1045.51	0	2006	0
"9875"	492	0	2010	150
"9876"	663.55	0	2012	0
"9877"	600	0	2000	400
"9878"	0	0	2002	200
"9879"	450	0	2006	1550
"9880"	0	0	2008	200
"9881"	1380	0	2012	0
"9882"	0	0	2000	700
"9883"	0	0	1998	148.8
"9884"	0	0	2000	0
"9885"	0	0	2002	0
"9886"	796.77	0	2004	200
"9887"	665.89	0	2006	1000
"9888"	0	0	2008	0
"9889"	825.24	0	2012	0
"9890"	1650	0	1998	1000
"9891"	2500	0	2000	400
"9892"	1300	0	2002	0
"9893"	4589.94	0	2004	400
"9894"	6540	0	2006	0
"9895"	1200	0	2008	0
"9896"	900	0	2010	250
"9897"	3753.95	0	2012	0
"9898"	0	0	1998	121.8
"9899"	0	0	2000	0
"9900"	400	0	2002	0
"9901"	1867.65	0	2004	500
"9902"	1656.33	0	2006	1782.5
"9903"	0	0	1998	750
"9904"	0	0	2008	1000
"9905"	200	0	1998	650
"9906"	202.37	0	2000	200
"9907"	0	0	2002	0
"9908"	500	0	2004	600
"9909"	944.04	0	2006	0
"9910"	0	0	1998	0
"9911"	400	0	2000	400
"9912"	500	0	2002	150
"9913"	5491.03	0	2004	1305
"9914"	3408.5	0	2006	850
"9915"	800	0	2008	200
"9916"	1.17	0	2010	0
"9917"	1204.15	0	2012	0
"9918"	250	0	1998	500
"9919"	0	0	2006	200
"9920"	0	0	2008	550
"9921"	0	0	2010	1200
"9922"	3861	0	2012	500
"9923"	6350	0	2000	0
"9924"	7050	0	2002	0
"9925"	4700	0	2004	600
"9926"	8600	0	2006	450
"9927"	20225	0	2008	700
"9928"	1150	0	2000	0
"9929"	1000	0	2006	800
"9930"	1055.78	0	2008	2150
"9931"	650	0	2010	1950
"9932"	655.49	0	2012	0
"9933"	2242	0	1998	0
"9934"	4105	0	2000	0
"9935"	3570	0	2002	75
"9936"	1103.19	0	2004	0
"9937"	0	0	1998	100
"9938"	90	0	2000	0
"9939"	0	0	2004	200
"9940"	0	0	2008	700
"9941"	0	0	2010	550
"9942"	104.52	0	2012	0
"9943"	1000	0	1998	600
"9944"	1450	0	2000	400
"9945"	1100	0	2006	200
"9946"	200	0	1996	2900
"9947"	-763	0	1998	4280
"9948"	250	0	2000	3350
"9949"	200	0	2002	4500
"9950"	200	0	2004	2600
"9951"	400	0	2006	4850
"9952"	200	0	2008	4750
"9953"	1018.1	0	2010	4350
"9954"	6930.62	0	1996	4300
"9955"	600	0	1998	2200
"9956"	650	0	2000	750
"9957"	600	0	2002	2000
"9958"	200	0	2004	2600
"9959"	400	0	2006	3200
"9960"	500	0	2008	2200
"9961"	0	0	2010	3575
"9962"	4497	0	2012	0
"9963"	1462.47	0	1996	2550
"9964"	1400	0	1998	3725
"9965"	2561.12	0	2000	1215
"9966"	2325.42	0	2002	2450
"9967"	3042.78	0	2004	3292
"9968"	3262.3	0	2006	4400
"9969"	3376.31	0	2008	3751.6
"9970"	2095.49	0	2010	4213.71
"9971"	12522.79	0	2012	0
"9972"	800	0	1996	3256
"9973"	250	0	1998	3857
"9974"	0	0	2000	4764
"9975"	0	0	2002	4850
"9976"	725	0	2004	4400
"9977"	2600	0	2006	4700
"9978"	2250	0	2008	4194.4
"9979"	800	0	2010	6150
"9980"	0	0	2008	500
"9981"	500	0	1996	4648
"9982"	0	0	1998	0
"9983"	0	0	2000	0
"9984"	1007.46	0	2002	200
"9985"	600	0	2004	266.45
"9986"	1390.5	0	2006	0
"9987"	3345	0	2008	0
"9988"	400	0	1996	3775
"9989"	576	0	2000	3382.23
"9990"	1185.52	0	2002	6008.73
"9991"	950	0	2004	5041
"9992"	2524.78	0	1996	1250
"9993"	900	0	1998	3400
"9994"	484	0	2000	2400
"9995"	1250	0	2002	3630
"9996"	2550	0	2004	3775
"9997"	2200	0	2006	4450
"9998"	2550	0	2008	4350
"9999"	2650	0	2010	4570
"10000"	5873.4	0	2012	0
"10001"	650	0	2002	0
"10002"	575	0	2004	100
"10003"	150	0	2006	100
"10004"	0	0	2010	200
"10005"	13937.74	1	1998	1100
"10006"	30892.48	1	2000	424.3
"10007"	26368.72	1	2002	1221.55
"10008"	36709.97	1	2004	1257
"10009"	33517.28	1	2006	2116.13
"10010"	28230.16	1	2008	4538.54
"10011"	1100	0	1998	0
"10012"	18341.9	0	2006	1435
"10013"	11028.19	0	2008	750
"10014"	17384.16	0	1996	8094.88
"10015"	24626.9	0	1998	10145
"10016"	36215.01	1	2000	6853.32
"10017"	18560	0	1996	6883.64
"10018"	5552.25	0	1998	3908
"10019"	23825.26	1	2000	12434
"10020"	4447.61	1	2002	850
"10021"	22665	1	1998	4750
"10022"	20165	1	2000	2770
"10023"	34463.5	1	2002	10632
"10024"	28352	1	2004	8123
"10025"	21541.96	1	2006	6375
"10026"	123827	1	2008	40156.78
"10027"	24275	1	2010	12015
"10028"	27013.13	1	2012	10640
"10029"	12670	1	1998	2800
"10030"	27621.12	1	2000	3850
"10031"	22780	1	2002	1400
"10032"	21294	1	2004	600
"10033"	16505.25	1	2006	1600
"10034"	37286.05	1	2008	2675
"10035"	15385	1	2010	1100
"10036"	17308.68	1	2012	1375
"10037"	1125	1	1998	100
"10038"	6500	1	2000	675
"10039"	8800	1	2002	990
"10040"	13223	1	2004	1250
"10041"	4050	1	2006	400
"10042"	4055	1	2008	0
"10043"	14823	1	2010	7525
"10044"	38210.09	1	2012	6200
"10045"	56754.18	1	1998	5942.39
"10046"	59379.75	1	2000	5070
"10047"	43409	1	2002	4100
"10048"	120425	1	2004	12195
"10049"	81925	1	2006	15130
"10050"	43450	1	2008	13837.76
"10051"	25425	1	1998	7450
"10052"	24959.19	1	2000	6000
"10053"	25122.67	1	2002	7396.75
"10054"	35773.81	1	2004	6950
"10055"	39123.86	1	2006	7586.59
"10056"	750	0	1996	3175
"10057"	625	0	1998	3250
"10058"	1075	0	2000	3700
"10059"	1236.64	0	2002	4203.2
"10060"	300	0	2004	3100
"10061"	700	0	2006	3575
"10062"	825.17	0	1996	3275
"10063"	5250	0	1998	3300
"10064"	3460	0	2000	2750
"10065"	2286.94	0	2002	4200
"10066"	4575	0	2004	3125
"10067"	21580	1	1998	3450
"10068"	109995.67	1	2000	7700
"10069"	83467.95	1	2002	10550
"10070"	208808.19	1	2004	17629.24
"10071"	142046.47	1	2006	14875
"10072"	177053.05	1	2008	19292.01
"10073"	170016.95	1	2010	18350
"10074"	3199.59	0	1996	5330
"10075"	3200	0	1998	4725
"10076"	21940	1	1998	0
"10077"	24245	1	2000	20
"10078"	25100	1	2002	500
"10079"	13345	1	2004	100
"10080"	38865	1	2006	250
"10081"	29348.85	1	2008	1854.9
"10082"	22477.03	1	2010	949.37
"10083"	13229.26	1	2012	500
"10084"	6060	1	1998	1600
"10085"	26115	1	2000	5100
"10086"	54364.99	1	2002	7615
"10087"	70033.6	1	2004	8400
"10088"	52410	1	2006	6050
"10089"	21035	1	2008	4325
"10090"	416733.15	1	2010	30224.65
"10091"	124550	1	2012	10911.13
"10092"	64835.13	1	1998	6899.49
"10093"	77757.06	1	2000	5608.13
"10094"	29565.39	1	2002	3977.37
"10095"	38648.11	1	2004	5450
"10096"	46279.69	1	2006	8083
"10097"	24398	1	2008	7963.56
"10098"	28688.91	1	2010	1000
"10099"	37165	1	1998	4950
"10100"	75847.45	1	2000	10058.29
"10101"	71865	1	2002	10555
"10102"	68460	1	2004	9860
"10103"	68540	1	2006	8250
"10104"	63743	1	2008	8975
"10105"	55758	1	2010	9425
"10106"	36859.5	1	2012	5025
"10107"	13010.14	1	1998	5350
"10108"	8820	1	2000	2550
"10109"	11805	1	2002	3340
"10110"	34401.23	1	2004	14056.2
"10111"	25062	1	1998	10000
"10112"	36605	1	2000	18825
"10113"	32503.24	1	2002	5900
"10114"	56901.3	1	2004	10075
"10115"	53784.02	1	2006	11375
"10116"	27740	1	1998	4450
"10117"	78425	1	2000	9150
"10118"	4369	0	1996	5642
"10119"	3777.89	0	1998	3800
"10120"	3135	0	2000	500
"10121"	1350	0	2002	4850
"10122"	942.39	0	2004	4300
"10123"	1825	0	2006	4900
"10124"	1850	0	2008	4500
"10125"	400	0	2010	3500
"10126"	1300	0	1996	3924
"10127"	650	0	1998	3767
"10128"	750	0	2000	4350
"10129"	750	0	2002	4650
"10130"	500	0	2004	2305
"10131"	125	0	2006	4500
"10132"	150	0	2008	4950
"10133"	0	0	2010	5600
"10134"	1700	0	2012	0
"10135"	1893	0	1996	4350
"10136"	4950	0	1998	11350
"10137"	1096	0	2000	4400
"10138"	1459.98	0	2002	4400
"10139"	1025	0	2004	2702.45
"10140"	925	0	2006	4525
"10141"	1748	0	2008	4100
"10142"	1737.79	0	2010	1550
"10143"	3688	0	2012	0
"10144"	3875	0	1998	3400
"10145"	2575	0	2000	5800
"10146"	1800.5	0	2004	19500
"10147"	2150	0	2006	31636.57
"10148"	3050	1	1998	3700
"10149"	9357.04	1	2000	3675
"10150"	10332.23	1	2002	0
"10151"	8850	1	2004	7175
"10152"	8550	1	2006	7500
"10153"	9795.74	1	2008	7200
"10154"	15475	1	2010	7450
"10155"	500	1	2012	2500
"10156"	3675	1	1998	3925
"10157"	21785.02	1	2000	4225
"10158"	12400	1	2002	1350
"10159"	19620	1	2004	3180
"10160"	13271	1	2006	7195
"10161"	12078	1	1998	6600
"10162"	47747.43	1	2000	4850
"10163"	10736	1	1998	5825
"10164"	25373.47	1	2000	7763
"10165"	36800.78	1	2002	7763
"10166"	48259.07	1	2004	7763
"10167"	42491.87	1	2006	7763
"10168"	1650	1	1998	7566
"10169"	8863.06	1	2000	1150
"10170"	1272.35	1	2002	0
"10171"	7727.59	1	2004	1800
"10172"	4620	1	1998	5450
"10173"	15436.94	1	2000	2120
"10174"	3218	1	2002	0
"10175"	2340	1	2004	4200
"10176"	1400	1	2006	4684
"10177"	12185	1	2008	7600
"10178"	5483	1	2010	7000
"10179"	4185	1	2012	2550
"10180"	2575	1	1996	13170
"10181"	5580	1	1998	61638
"10182"	10087	1	2000	45365
"10183"	14366.77	1	2002	69475
"10184"	30753.32	1	2004	65322.26
"10185"	18969.85	1	2006	82000
"10186"	1471.63	1	2008	61040
"10187"	1450	1	1996	9900
"10188"	1111	1	1998	31163
"10189"	403	1	2000	24175
"10190"	1765	1	2002	30300
"10191"	20600	1	2004	23525
"10192"	350	1	2006	23750
"10193"	850	1	2008	29100
"10194"	47110	1	1998	14900
"10195"	24114.55	1	2000	7725
"10196"	21312.35	1	2002	6878.49
"10197"	33933.08	1	2004	7663
"10198"	41134.68	1	2006	7625
"10199"	43632.07	1	2008	7770
"10200"	34591.15	1	2010	7750
"10201"	1700	1	2012	7250
"10202"	3000	1	1996	29618.28
"10203"	2751	1	1998	48426
"10204"	5338	1	2000	63049
"10205"	8180.43	1	2002	61610
"10206"	5925	1	1996	23109.44
"10207"	10211.34	1	1998	20680
"10208"	5909	1	2000	23713
"10209"	7566.45	1	2002	22642.34
"10210"	9650.46	1	2004	27400
"10211"	12759.95	1	2006	28750
"10212"	101.66	1	1996	14600
"10213"	5082	1	1998	32975
"10214"	13741	1	2000	45830
"10215"	3450	1	2002	29500
"10216"	2376	1	2004	7575
"10217"	1654.51	1	2006	18625
"10218"	0	1	2008	800
"10219"	24211	1	1998	49440
"10220"	14633	1	2000	52600
"10221"	9788.5	1	2002	48600
"10222"	20910	1	2004	127732.68
"10223"	55646.66	1	2006	125581
"10224"	15641	1	2008	145333.33
"10225"	19334.04	1	2010	151630
"10226"	11236.79	1	2012	135350
"10227"	20725	1	1996	27275
"10228"	31976	1	1998	40275
"10229"	21352	1	2000	46340
"10230"	15193.16	1	2002	50025
"10231"	18251	1	2004	70300
"10232"	21325	1	2006	82330
"10233"	19525	1	2008	94050
"10234"	22792.79	1	2010	91493
"10235"	20112	1	2012	113775
"10236"	2100	1	1996	17850
"10237"	7620.53	1	1998	54127.76
"10238"	11695.04	1	1996	32350.11
"10239"	32667.99	1	1998	77370.2
"10240"	44216	1	2000	61923
"10241"	24987.57	1	2002	71840.93
"10242"	62447.44	1	2004	83157.89
"10243"	39539.94	1	2006	92551.79
"10244"	3739	1	1996	10225
"10245"	2925	1	1998	70284
"10246"	75228.98	1	2002	154871.62
"10247"	3280	1	2004	48375
"10248"	9612.04	1	2006	74325
"10249"	14795	0	1998	4111
"10250"	8830	0	2000	4209.11
"10251"	10151.03	0	2002	3325
"10252"	20910.34	0	2004	2075
"10253"	22790	0	2006	9075
"10254"	5691.33	0	2008	0
"10255"	2285	0	2010	0
"10256"	5470	0	2012	0
"10257"	11600	0	1998	6230
"10258"	8300.66	0	2000	3400
"10259"	9665	0	2002	5975
"10260"	52780.31	0	2004	16400
"10261"	14275	0	2006	4475
"10262"	5060.5	1	1996	42725
"10263"	5915	1	1998	76619
"10264"	5475	1	2000	67772
"10265"	30410.52	1	2002	82035
"10266"	1326.35	1	2004	55150
"10267"	2248.72	1	2006	70575
"10268"	27281.28	1	2008	73540
"10269"	11563.8	1	2010	108260.75
"10270"	945.01	1	2012	43500
"10271"	9420	0	1998	9600
"10272"	13470	0	2000	19935
"10273"	15840	0	2002	23150
"10274"	29546	0	2004	7680.27
"10275"	20145.21	0	2006	0
"10276"	9965	0	2008	0
"10277"	50000	1	1998	28234
"10278"	1350	1	2000	4503
"10279"	55235	1	2002	59550
"10280"	22327.28	1	2004	32050
"10281"	37125	1	2006	57650
"10282"	23481	1	2008	66120.23
"10283"	63567.7	1	2010	86505.65
"10284"	0	0	2002	0
"10285"	0	0	2006	0
"10286"	1020	0	2008	75
"10287"	0	0	2010	150
"10288"	1605	0	2012	1488.42
"10289"	0	0	2004	100
"10290"	0	0	2006	100
"10291"	0	0	2008	312
"10292"	0	0	2002	400
"10293"	0	0	2004	500
"10294"	0	0	2006	300
"10295"	11925	1	1998	24950
"10296"	10950	1	2000	21900
"10297"	22515	1	2002	36994.15
"10298"	8260.92	1	2004	25000
"10299"	0	1	2006	3500
"10300"	50	1	2008	2435.61
"10301"	36495	1	2008	28945
"10302"	28795	1	2010	24317
"10303"	20150	1	1998	19325
"10304"	32610	1	2000	40800
"10305"	27860	1	2002	68440
"10306"	46565	1	2004	98301
"10307"	22404.63	1	2006	55568.18
"10308"	109073	1	2008	148952
"10309"	150	0	2002	0
"10310"	45	0	2004	0
"10311"	300	0	2002	0
"10312"	0	0	2004	0
"10313"	0	0	2006	0
"10314"	0	0	2008	0
"10315"	3825	0	1998	7257
"10316"	8055	0	2000	17244.86
"10317"	4965	0	2002	8925
"10318"	2420	0	2004	1175
"10319"	4888	0	2006	3365
"10320"	2755	0	1998	26895
"10321"	12343.4	0	2000	8075
"10322"	22115.76	0	2002	8598
"10323"	34380.75	0	2004	8073.22
"10324"	5820	0	1998	9100
"10325"	6930	0	2000	13698.94
"10326"	18832.95	0	2002	10075
"10327"	35008.2	0	2004	8000
"10328"	19717	0	2006	8215
"10329"	10630	0	2008	0
"10330"	1095	0	1998	250
"10331"	1225	0	2002	0
"10332"	911	0	1998	0
"10333"	1600	0	2002	0
"10334"	3775	0	1996	17325
"10335"	5733.14	0	1998	28105
"10336"	8612.79	0	2000	35285
"10337"	17491	0	2002	49507
"10338"	5659.4	0	2004	54345
"10339"	15502	0	2006	128606.62
"10340"	3301	0	1996	284
"10341"	0	0	1998	0
"10342"	2395	0	2000	3945.55
"10343"	3405.01	0	2002	1950
"10344"	0	0	2004	6050.04
"10345"	200	0	2006	2900.06
"10346"	930	0	1998	0
"10347"	1800	0	2002	75
"10348"	2350	0	2006	225
"10349"	2480	0	2008	250
"10350"	2710	0	2010	200
"10351"	750	0	1998	0
"10352"	0	0	2002	500
"10353"	1225	0	2004	1800
"10354"	0	0	2008	150
"10355"	0	0	2010	0
"10356"	1035	0	2002	200
"10357"	320	0	2006	0
"10358"	25	0	1998	0
"10359"	357.5	0	2008	437.5
"10360"	112.5	0	2010	100
"10361"	600	0	2006	100
"10362"	100	0	2008	100
"10363"	0	0	2010	1835
"10364"	225	0	2002	0
"10365"	225	0	2004	100
"10366"	1385.96	0	2006	200
"10367"	325	0	2008	825
"10368"	0	0	2002	75
"10369"	100	0	2004	75
"10370"	0	0	2006	150
"10371"	500	0	2008	300
"10372"	100	0	1998	150
"10373"	0	0	2002	0
"10374"	0	0	2004	0
"10375"	0	0	2002	0
"10376"	0	0	2004	0
"10377"	430	0	2008	300
"10378"	200	0	2002	600
"10379"	300	0	2004	400
"10380"	320	0	2002	0
"10381"	1040	0	2004	650
"10382"	0	0	2006	700
"10383"	150	0	2008	1950
"10384"	2632	0	2010	800
"10385"	1016	0	1998	250
"10386"	100	0	2002	150
"10387"	3300	0	1998	200
"10388"	4850	0	2002	700
"10389"	1000	0	2006	0
"10390"	50	0	1998	0
"10391"	0	0	2004	100
"10392"	0	0	2004	0
"10393"	0	0	2002	0
"10394"	0	0	2002	0
"10395"	0	0	2006	500
"10396"	856.3	0	2002	700
"10397"	2035	0	2008	0
"10398"	1250	0	2010	0
"10399"	300	0	1998	70
"10400"	0	0	2002	200
"10401"	0	0	2004	0
"10402"	0	0	2002	0
"10403"	8803.62	1	1998	19900
"10404"	4945.26	1	2000	18630.58
"10405"	9991.28	1	1998	3475
"10406"	4350	1	2000	10255
"10407"	11045	1	2002	5350
"10408"	15685.25	1	2004	13800
"10409"	100	1	2006	5750
"10410"	1250	1	2008	2250
"10411"	6772.4	1	2010	8650
"10412"	22425	1	1998	5500
"10413"	6500.28	1	2002	11137.75
"10414"	11467.1	1	2004	17550
"10415"	8132	1	2006	9464
"10416"	7773.95	1	2008	7695
"10417"	6790	1	2010	6500
"10418"	200	1	2012	2450
"10419"	3855	1	1998	5850
"10420"	3892.98	1	2000	13050
"10421"	3054.35	1	2002	5350
"10422"	8000	1	2004	16954.07
"10423"	6450	1	2006	13350
"10424"	5350	1	2008	12250
"10425"	6020	1	2010	13400
"10426"	10905	1	2012	12550
"10427"	6150	1	1998	5475
"10428"	3550	1	2000	14124.4
"10429"	2050	1	2002	20559.75
"10430"	1925	1	2004	13875
"10431"	3153.33	1	2006	14193.37
"10432"	200	0	2000	400
"10433"	1152.93	0	2006	675
"10434"	0	0	2010	200
"10435"	1075.55	0	2012	0
"10436"	0	0	1998	0
"10437"	150	0	2000	0
"10438"	650	0	2002	200
"10439"	1727.35	0	2004	0
"10440"	1772.86	0	2006	0
"10441"	2410.91	0	2008	800
"10442"	40396	1	1998	37287
"10443"	45375	1	2000	23960
"10444"	0	0	1996	3870
"10445"	17476	1	2004	17283
"10446"	38329.69	1	2006	61891.5
"10447"	29361.09	1	2008	49214
"10448"	31147.38	1	2010	44158.62
"10449"	22171.62	1	1996	22252.24
"10450"	12800	1	1998	27860
"10451"	16152	1	1996	60510
"10452"	22083.3	1	1998	91394.97
"10453"	38286.77	1	2000	142841.21
"10454"	19019.81	1	2002	114594.88
"10455"	3970.03	1	2004	97099.74
"10456"	17911.03	1	2006	176200.26
"10457"	20384.96	1	2008	137100.8
"10458"	15221.43	1	2010	109381.05
"10459"	2515	0	1996	250
"10460"	7210.11	0	2006	970
"10461"	3350.25	0	2008	1110
"10462"	2970	0	2010	1265
"10463"	32415.74	1	1998	20578
"10464"	29025	1	2000	33967
"10465"	59006	1	2002	62496
"10466"	92536	1	2004	86065
"10467"	108408.75	1	2006	110557.66
"10468"	158167	1	2008	236723.06
"10469"	18583	1	1998	29159.82
"10470"	22455	1	2000	41150
"10471"	58976.8	1	2002	66617.03
"10472"	50213.24	1	2004	95702.95
"10473"	64010	1	2006	93850
"10474"	95624	1	2008	126140.08
"10475"	67291.55	1	2010	93582.75
"10476"	28961.08	1	2012	36571.72
"10477"	26580.57	1	1998	3350
"10478"	47030.56	1	2000	4550
"10479"	76554.11	1	2002	5130
"10480"	104888.58	1	2004	9895
"10481"	16770	1	1998	4050
"10482"	45603	1	2000	7000
"10483"	85420	1	2002	12650
"10484"	116275	1	2004	23550
"10485"	71360	1	2006	16550
"10486"	90794	1	2008	18600
"10487"	47475	1	2010	11321
"10488"	51165	1	2012	12275
"10489"	237	0	2000	3025
"10490"	0	1	1996	500
"10491"	14130	1	1998	63335
"10492"	18550	1	2000	60300
"10493"	19358	1	2002	107267.51
"10494"	19416	1	2004	123342.33
"10495"	67038.07	1	2006	249056.65
"10496"	54076.79	1	2008	245079.86
"10497"	28000.2	1	2010	256450
"10498"	58477.99	1	2012	205030.21
"10499"	300	0	1998	25
"10500"	0	0	2002	100
"10501"	0	0	2004	0
"10502"	0	0	1998	0
"10503"	575	0	2002	400
"10504"	0	0	2004	650
"10505"	150	0	2006	300
"10506"	100	0	2008	525
"10507"	100	0	2010	140
"10508"	46700	1	1998	8370
"10509"	9345.56	1	2000	19071.43
"10510"	15130	1	2002	15025
"10511"	21631.29	1	2004	29025
"10512"	28374.95	1	2006	33450
"10513"	44970	1	2008	72710
"10514"	42710	1	2010	66465
"10515"	55874.5	1	2012	53700
"10516"	4750	0	1996	11079.37
"10517"	3550	0	1998	15879.37
"10518"	3767	0	2000	10200
"10519"	4325	0	2002	21625
"10520"	4420	0	2004	17543.19
"10521"	1945.46	0	2006	15865.41
"10522"	3350	0	2008	15891.98
"10523"	4250	0	2010	12218.4
"10524"	2720	0	2012	9100
"10525"	5450	1	1998	27650
"10526"	8400	1	2000	56087
"10527"	6550	1	2002	37945
"10528"	3100	1	2004	31550
"10529"	131308	1	2006	73410
"10530"	352656.92	1	2008	108375
"10531"	223459.08	1	2010	160354.89
"10532"	31475	1	1998	21474
"10533"	28730	1	2000	14972.5
"10534"	38798	1	2002	19475
"10535"	35768	1	2004	20527.06
"10536"	46964	1	2006	21884
"10537"	35620	1	2008	17850
"10538"	49814	1	2010	37050
"10539"	29572	1	2012	14000
"10540"	709.32	0	1998	0
"10541"	0	0	2000	0
"10542"	0	0	2002	0
"10543"	0.28	0	2004	0
"10544"	0	0	2006	0
"10545"	5724.35	0	1998	5425
"10546"	8593	0	2000	16436.39
"10547"	11450	0	2002	13600
"10548"	14833.93	0	2008	16674.23
"10549"	23442.16	0	2010	20313.2
"10550"	37550	0	2000	30342
"10551"	11549.99	0	2004	35489.69
"10552"	-3550	0	2006	3376.21
"10553"	14101	0	2000	43779
"10554"	13360.26	0	2004	45048.95
"10555"	2115	0	2006	37849.84
"10556"	4700	0	2000	15032
"10557"	4061.5	0	2004	14474.57
"10558"	356.17	0	2006	1750
"10559"	450	0	1998	44205
"10560"	425	0	2002	43796.39
"10561"	350	0	2006	52199.49
"10562"	0	0	2008	1500
"10563"	1100	0	2010	48660
"10564"	0	0	2000	2600
"10565"	0	0	2004	9500
"10566"	0	0	2006	0
"10567"	2020	1	1998	10621
"10568"	10911	1	2000	42861
"10569"	6258.14	1	2002	31657.95
"10570"	5583.38	1	2004	54559.46
"10571"	4435	1	2006	17875
"10572"	20930	1	1998	22278.5
"10573"	26825	1	2000	26307
"10574"	13800	1	2002	22150
"10575"	16998.62	1	2004	33510.57
"10576"	10710	1	1998	17110
"10577"	40504	1	2000	22770
"10578"	18732.6	1	2002	30900
"10579"	59064.5	1	2004	31605
"10580"	16720.06	1	2006	32485
"10581"	18294.81	1	2008	31625
"10582"	19986.14	1	2010	30141.46
"10583"	37923.49	1	1998	74997.22
"10584"	25415	1	2000	52765
"10585"	19100	1	2002	58018.66
"10586"	41718.2	1	2004	116391.98
"10587"	1125	0	1998	0
"10588"	2200	0	2000	800
"10589"	400	0	2002	950
"10590"	1986.61	0	2004	0
"10591"	18545.7	1	1998	135842.52
"10592"	46150.66	1	2000	293512.02
"10593"	67067.1	1	2002	173376.98
"10594"	17780	1	2004	224968.96
"10595"	80722.45	1	2006	205365
"10596"	127982.86	1	2008	128820
"10597"	7640	1	2010	236874.12
"10598"	4600	1	1998	44500
"10599"	13450	1	2000	65260
"10600"	7900	1	2002	48220
"10601"	8200	1	2004	74770
"10602"	10300	1	2006	115886.34
"10603"	0	0	1998	500
"10604"	0	0	2000	575
"10605"	0	0	2004	400
"10606"	1900	0	2008	7875
"10607"	21543.26	1	1998	2550
"10608"	40199	1	2006	8650
"10609"	27760	1	2008	10175
"10610"	29470.56	1	2010	2200
"10611"	103543.29	1	2012	9875
"10612"	20695	1	1998	10190
"10613"	28025	1	2000	23849.75
"10614"	79945	1	2002	35670
"10615"	160987.08	1	2004	40910
"10616"	117140	1	2006	32800
"10617"	99245	1	2008	40000
"10618"	55229	1	2010	32850
"10619"	109370.44	1	2012	25215
"10620"	13195	0	2000	15085
"10621"	13115	0	2002	20045
"10622"	19210	0	2004	25300
"10623"	9095	0	2006	21190
"10624"	18447	0	2008	39625
"10625"	36639.45	0	2000	31184.99
"10626"	22460	0	2002	24525
"10627"	34564	0	2004	45168.04
"10628"	30074.48	0	2006	38875.06
"10629"	30733.32	0	2008	63553.66
"10630"	28575	0	2010	47404.1
"10631"	20317.9	0	2012	29807.58
"10632"	2900	0	2000	7605
"10633"	1450	0	2002	5650
"10634"	950	0	2004	3170.16
"10635"	3936	0	2006	5799.06
"10636"	100	0	2008	5049.08
"10637"	7772	0	2010	18649.1
"10638"	4350	0	2000	2686.39
"10639"	300	0	2002	1602
"10640"	581.27	0	2004	7631.24
"10641"	750	0	2006	5600
"10642"	9347.71	0	2008	15449
"10643"	4375	0	2010	8880
"10644"	9260	0	2012	15350
"10645"	12375	0	1998	14437.75
"10646"	2416	0	2000	5723
"10647"	500	0	2002	4502
"10648"	1065	0	2004	9000.04
"10649"	20050	0	2000	18095.55
"10650"	1150	0	2002	7700
"10651"	300	0	2004	9250.04
"10652"	40520.09	0	2006	43000.03
"10653"	10395.55	0	2000	16310
"10654"	530	0	2002	3252
"10655"	0	0	2004	3600.04
"10656"	1085.83	0	2006	6300.06
"10657"	2100	0	2008	11650.16
"10658"	3000.9	0	2010	18694.1
"10659"	9495	0	2000	3825
"10660"	5882.56	0	2002	7675
"10661"	6393.98	0	2004	8765
"10662"	12809.53	0	2006	12163
"10663"	0	0	2000	1000
"10664"	9143.6	0	2002	31125
"10665"	2500	0	2004	34150
"10666"	20325	0	2006	59331.15
"10667"	4275	0	2000	28066.48
"10668"	8677.8	0	2002	44930
"10669"	11100	0	2004	43925
"10670"	8900	0	2006	52775
"10671"	7262.8	0	2008	96928
"10672"	13194.61	0	2010	129780.94
"10673"	11165	0	2012	132477.8
"10674"	300	0	1998	300
"10675"	550	0	2000	400
"10676"	0	0	2002	600
"10677"	780.87	0	2004	200
"10678"	1514	0	2006	400
"10679"	10504.5	1	1998	24340.25
"10680"	7734	1	2000	36260
"10681"	5988.29	1	2002	29275
"10682"	11825.24	1	2004	37530
"10683"	19716.94	1	2006	39017.96
"10684"	12216.64	1	1998	26525
"10685"	6761	1	2000	27275
"10686"	8820	1	2002	18675
"10687"	19355.89	1	2004	28760
"10688"	7465	1	2006	35150
